Year_Month,Monthly_Start_Equity,Equity,Monthly_PnL,Monthly_Return_Pct
2021-02,542250.0,564000.0,21750.0,4.011065006915629
2021-03,564000.0,588250.0,24250.0,4.299645390070922
2021-04,588250.0,604750.0,16500.0,2.804929876753081
2021-05,604750.0,645250.0,40500.0,6.696982224059529
2021-06,645250.0,710000.0,64750.0,10.034870205346765
2021-07,710000.0,779750.0,69750.0,9.82394366197183
2021-08,779750.0,797750.0,18000.0,2.3084321898044244
2021-09,797750.0,925250.0,127500.0,15.98245064243184
2021-10,925250.0,994500.0,69250.0,7.484463658470683
2021-11,994500.0,1003000.0,8500.0,0.8547008547008548
2021-12,1003000.0,1050500.0,47500.0,4.735792622133599
2022-01,1050500.0,1119250.0,68750.0,6.544502617801047
2022-02,1119250.0,1092500.0,-26750.0,-2.389993299084208
2022-03,1092500.0,1099750.0,7250.0,0.6636155606407322
2022-04,1099750.0,1129750.0,30000.0,2.72789270288702
2022-05,1129750.0,1105750.0,-24000.0,-2.1243637973002873
2022-06,1105750.0,1141500.0,35750.0,3.2330997060818447
2022-07,1141500.0,1193250.0,51750.0,4.533508541392904
2022-08,1193250.0,1247750.0,54500.0,4.567358055730149
2022-09,1247750.0,1296750.0,49000.0,3.9270687237026647
2022-10,1296750.0,1347500.0,50750.0,3.913630229419703
2022-11,1347500.0,1385000.0,37500.0,2.782931354359926
2022-12,1385000.0,1427500.0,42500.0,3.068592057761733
2023-01,1427500.0,1429000.0,1500.0,0.10507880910683014
2023-02,1429000.0,1417250.0,-11750.0,-0.8222533240027992
2023-03,1417250.0,1429750.0,12500.0,0.8819897689186805
2023-04,1429750.0,1505500.0,75750.0,5.29812904353908
2023-05,1505500.0,1599250.0,93750.0,6.227167054134839
2023-06,1599250.0,1676750.0,77500.0,4.8460215726121625
2023-07,1676750.0,1760000.0,83250.0,4.964961980020874
2023-08,1760000.0,1838500.0,78500.0,4.4602272727272725
2023-09,1838500.0,1944750.0,106250.0,5.779167799836824
2023-10,1944750.0,1991750.0,47000.0,2.416763080087415
2023-11,1991750.0,2099750.0,108000.0,5.422367264967993
2023-12,2099750.0,2266250.0,166500.0,7.929515418502203
2024-01,2266250.0,2444250.0,178000.0,7.854384997242141
2024-02,2444250.0,2523750.0,79500.0,3.2525314513654493
2024-03,2523750.0,2528000.0,4250.0,0.16840019811788015
2024-04,2528000.0,2678000.0,150000.0,5.9335443037974684
2024-05,2678000.0,2755250.0,77250.0,2.8846153846153846
2024-06,2755250.0,2845250.0,90000.0,3.2664912439887486
2024-07,2845250.0,3005000.0,159750.0,5.614620859326949
2024-08,3005000.0,3108500.0,103500.0,3.4442595673876872
2024-09,3108500.0,3200000.0,91500.0,2.9435419012385395
2024-10,3200000.0,3141000.0,-59000.0,-1.84375
2024-11,3141000.0,3179750.0,38750.0,1.233683540273798
2024-12,3179750.0,3327750.0,148000.0,4.654453966506801
2025-01,3327750.0,3308250.0,-19500.0,-0.5859815190443994
2025-02,3308250.0,3216750.0,-91500.0,-2.765812740875085
2025-03,3216750.0,3308250.0,91500.0,2.84448589414782
2025-04,3308250.0,3455750.0,147500.0,4.458550593213935
2025-05,3455750.0,3658750.0,203000.0,5.874267525139261
2025-06,3658750.0,3801750.0,143000.0,3.9084386744106596
2025-07,3801750.0,3900250.0,98500.0,2.5909120799631746
2025-08,3900250.0,3924750.0,24500.0,0.6281648612268445
2025-09,3924750.0,3981750.0,57000.0,1.4523218039365564
2025-10,3981750.0,4085250.0,103500.0,2.599359578074967
2025-11,4085250.0,4097750.0,12500.0,0.30597882626522244
2025-12,4097750.0,4153500.0,55750.0,1.3605027149045208
2026-01,4153500.0,4084750.0,-68750.0,-1.6552305284699653
2026-02,4084750.0,4141750.0,57000.0,1.3954342371014137
2026-03,4141750.0,3955250.0,-186500.0,-4.5029275064888035
2026-04,3955250.0,4336250.0,381000.0,9.63276657606978
2026-05,4336250.0,4469750.0,133500.0,3.0786970308446238
2026-06,4469750.0,4576000.0,106250.0,2.377090441299849
2026-07,4576000.0,4750500.0,174500.0,3.813374125874126
2026-08,4750500.0,5199000.0,448500.0,9.441111461951374
